$,int,Skip,int,Skip,int,Skip,Skip,int,String,int,Array,int,int,int,int,int,int,int,int,Array,Array,Array,Array,Array,Array,int
,15120508,袖白雪,151205081,树白,151205082,将袖白雪插在地上，冰霜之力从地面向前延伸，攻击地面上的敌人。,,15120508,xbx_sb,,[15600201],,2,,2,1,2,8,4,,,"[675,700,725,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1375,1450,1525,1600,1675,1750,1825,1925,2025,2125,2225,2350,2475,2625,2775,2950,3125,3325,3525,3750,4000,4250,4525,4825,5150,5500,5875,6275,6700,7175,7675,8200,8775,9375,10025,10725,11475,12275,13125,14025,15000,16025,17125,18300,19550,20875,22300,23800,25400,27100,28925,30850,32900,35100,37425,39900,42525,45325,48300,51450,54800,58350,62125,66125,70375]",,"[58,60,62,64,68,73,77,81,85,90,94,98,102,107,111,117,124,130,137,143,149,156,164,173,181,190,201,211,224,237,252,267,284,301,320,341,363,386,412,439,469,501,535,572,612,655,700,749,800,855,915,979,1047,1120,1197,1280,1367,1461,1562,1668,1781,1903,2031,2167,2313,2468,2633,2807,2995,3194,3405,3629,3868,4122,4390,4676,4979,5301,5643,6005]","[133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,533,533,533,533,667,667,800,800,933,933,1067,1067,1200,1333,1333,1467,1600,1733,1867,2000,2133,2267,2533,2667,2800,3067,3200,3467,3733,4000,4267,4533,4800,5200,5467,5867,6267,6667,7067,7600,8000,8533,9067,9733,10267,10933,11733,12400,13200,14000,14933,15867,16800,17867,18933,20133,21333,22667]",10
,15120514,袖白雪,151205141,次舞·白涟-解放1,151205142,从袖白雪中向前散发出冰雪之力，对前方的敌人造成伤害。,1范围提高,15120507,xbx_cwbl_2,,,,2,,2,1,2,7,9,,,"[375,389,403,417,444,472,500,528,556,583,611,639,667,694,722,764,806,847,889,931,972,1014,1069,1125,1181,1236,1306,1375,1458,1542,1639,1736,1847,1958,2083,2222,2361,2514,2681,2861,3056,3264,3486,3722,3986,4264,4556,4875,5208,5569,5958,6375,6819,7292,7792,8333,8903,9514,10167,10861,11597,12389,13222,14111,15056,16069,17139,18278,19500,20792,22167,23625,25181,26833,28583,30444,32417,34514,36736,39097]",,"[72,75,77,80,85,91,96,101,107,112,117,123,128,133,139,147,155,163,171,179,187,195,205,216,227,237,251,264,280,296,315,333,355,376,400,427,453,483,515,549,587,627,669,715,765,819,875,936,1000,1069,1144,1224,1309,1400,1496,1600,1709,1827,1952,2085,2227,2379,2539,2709,2891,3085,3291,3509,3744,3992,4256,4536,4835,5152,5488,5845,6224,6627,7053,7507]","[167,167,167,167,333,333,333,333,333,333,333,333,333,333,333,500,500,500,500,500,500,500,667,667,667,667,833,833,1000,1000,1167,1167,1333,1333,1500,1667,1667,1833,2000,2167,2333,2500,2667,2833,3167,3333,3500,3833,4000,4333,4667,5000,5333,5667,6000,6500,6833,7333,7833,8333,8833,9500,10000,10667,11333,12167,12833,13667,14667,15500,16500,17500,18667,19833,21000,22333,23667,25167,26667,28333]",10
,15120515,袖白雪,151205151,次舞·白涟-解放2,151205152,从袖白雪中向前散发出冰雪之力，对前方的敌人造成伤害。,2范围提高+减速,15120507,xbx_cwbl_2,15300209,,,2,,2,1,2,7,9,,,"[450,467,483,500,533,567,600,633,667,700,733,767,800,833,867,917,967,1017,1067,1117,1167,1217,1283,1350,1417,1483,1567,1650,1750,1850,1967,2083,2217,2350,2500,2667,2833,3017,3217,3433,3667,3917,4183,4467,4783,5117,5467,5850,6250,6683,7150,7650,8183,8750,9350,10000,10683,11417,12200,13033,13917,14867,15867,16933,18067,19283,20567,21933,23400,24950,26600,28350,30217,32200,34300,36533,38900,41417,44083,46917]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",10
,15120516,袖白雪,151205161,初舞·月白-灵魂,151205162,袖白雪发动冰雪之力，从地至天变为冰冻领域，攻击周围敌人。一定概率造成减速。,,15120506,xbx_cwyb_2,15103406,,,2,,2,1,2,10,9,,,"[412,428,443,458,489,519,550,581,611,642,672,703,733,764,794,840,886,932,978,1024,1069,1115,1176,1238,1299,1360,1436,1512,1604,1696,1803,1910,2032,2154,2292,2444,2597,2765,2949,3147,3361,3590,3835,4094,4385,4690,5011,5362,5729,6126,6554,7012,7501,8021,8571,9167,9793,10465,11183,11947,12757,13628,14544,15522,16561,17676,18853,20106,21450,22871,24383,25988,27699,29517,31442,33489,35658,37965,40410,43007]",,"[79,82,85,88,94,100,106,111,117,123,129,135,141,147,153,161,170,179,188,197,205,214,226,238,249,261,276,290,308,326,346,367,390,414,440,469,499,531,566,604,645,689,736,786,842,901,962,1030,1100,1176,1258,1346,1440,1540,1646,1760,1880,2009,2147,2294,2449,2617,2793,2980,3180,3394,3620,3860,4118,4391,4682,4990,5318,5667,6037,6430,6846,7289,7759,8257]","[183,183,183,183,367,367,367,367,367,367,367,367,367,367,367,550,550,550,550,550,550,550,733,733,733,733,917,917,1100,1100,1283,1283,1467,1467,1650,1833,1833,2017,2200,2383,2567,2750,2933,3117,3483,3667,3850,4217,4400,4767,5133,5500,5867,6233,6600,7150,7517,8067,8617,9167,9717,10450,11000,11733,12467,13383,14117,15033,16133,17050,18150,19250,20533,21817,23100,24567,26033,27683,29333,31167]",10
,15110201,蛇尾丸,151102011,蛇尾丸·普攻1,151102012,蛇尾丸·普攻1,,15110201,sww_att1,,,,1,"[[15110201,15110202,15110203,15110204]]",1,1,1,0,8,,,"[211,219,227,234,250,266,281,297,312,328,344,359,375,391,406,430,453,477,500,523,547,570,602,633,664,695,734,773,820,867,922,977,1039,1102,1172,1250,1328,1414,1508,1609,1719,1836,1961,2094,2242,2398,2562,2742,2930,3133,3352,3586,3836,4102,4383,4688,5008,5352,5719,6109,6523,6969,7438,7938,8469,9039,9641,10281,10969,11695,12469,13289,14164,15094,16078,17125,18234,19414,20664,21992]",,,,10
,15110202,蛇尾丸,151102021,蛇尾丸·普攻2,151102022,蛇尾丸·普攻2,,15110202,sww_att2,,,,0,,1,1,1,0,8,,,"[211,219,227,234,250,266,281,297,312,328,344,359,375,391,406,430,453,477,500,523,547,570,602,633,664,695,734,773,820,867,922,977,1039,1102,1172,1250,1328,1414,1508,1609,1719,1836,1961,2094,2242,2398,2562,2742,2930,3133,3352,3586,3836,4102,4383,4688,5008,5352,5719,6109,6523,6969,7438,7938,8469,9039,9641,10281,10969,11695,12469,13289,14164,15094,16078,17125,18234,19414,20664,21992]",,,,10
,15110203,蛇尾丸,151102031,蛇尾丸·普攻3,151102032,蛇尾丸·普攻3,,15110203,sww_att3,,,,0,,1,1,1,0,8,,,"[211,219,227,234,250,266,281,297,312,328,344,359,375,391,406,430,453,477,500,523,547,570,602,633,664,695,734,773,820,867,922,977,1039,1102,1172,1250,1328,1414,1508,1609,1719,1836,1961,2094,2242,2398,2562,2742,2930,3133,3352,3586,3836,4102,4383,4688,5008,5352,5719,6109,6523,6969,7438,7938,8469,9039,9641,10281,10969,11695,12469,13289,14164,15094,16078,17125,18234,19414,20664,21992]",,,,10
,15110204,蛇尾丸,151102041,蛇尾丸·普攻4,151102042,蛇尾丸·普攻4,,15110204,sww_att4,,,,0,,1,1,1,0,8,,,"[211,219,227,234,250,266,281,297,312,328,344,359,375,391,406,430,453,477,500,523,547,570,602,633,664,695,734,773,820,867,922,977,1039,1102,1172,1250,1328,1414,1508,1609,1719,1836,1961,2094,2242,2398,2562,2742,2930,3133,3352,3586,3836,4102,4383,4688,5008,5352,5719,6109,6523,6969,7438,7938,8469,9039,9641,10281,10969,11695,12469,13289,14164,15094,16078,17125,18234,19414,20664,21992]",,,,10
,15110205,蛇尾丸,151102051,蛇尾丸·普攻5,151102052,蛇尾丸·普攻5,,15110205,sww_att5,,,,0,,1,1,1,0,6,,,"[281,292,302,312,333,354,375,396,417,438,458,479,500,521,542,573,604,635,667,698,729,760,802,844,885,927,979,1031,1094,1156,1229,1302,1385,1469,1562,1667,1771,1885,2010,2146,2292,2448,2615,2792,2990,3198,3417,3656,3906,4177,4469,4781,5115,5469,5844,6250,6677,7135,7625,8146,8698,9292,9917,10583,11292,12052,12854,13708,14625,15594,16625,17719,18885,20125,21438,22833,24312,25885,27552,29323]",,,,10
,15110206,蛇尾丸,151102061,狒牙绝咬,151102062,将蛇尾丸的刀刃在地下向前运行，并且在敌人周围飞出，然后向下对敌人进行攻击。,,15110206,sww_fyjy,,,,2,,2,1,1,9,8,,,"[380,394,408,422,450,478,506,534,562,591,619,647,675,703,731,773,816,858,900,942,984,1027,1083,1139,1195,1252,1322,1392,1477,1561,1659,1758,1870,1983,2109,2250,2391,2545,2714,2897,3094,3305,3530,3769,4036,4317,4612,4936,5273,5639,6033,6455,6905,7383,7889,8438,9014,9633,10294,10997,11742,12544,13388,14288,15244,16270,17353,18506,19744,21052,22444,23920,25495,27169,28941,30825,32822,34945,37195,39586]",,"[65,67,70,72,77,82,86,91,96,101,106,110,115,120,125,132,139,146,154,161,168,175,185,194,204,214,226,238,252,266,283,300,319,338,360,384,408,434,463,494,528,564,602,643,689,737,787,842,900,962,1030,1102,1178,1260,1346,1440,1538,1644,1757,1877,2004,2141,2285,2438,2602,2777,2962,3158,3370,3593,3830,4082,4351,4637,4939,5261,5602,5964,6348,6756]","[150,150,150,150,300,300,300,300,300,300,300,300,300,300,300,450,450,450,450,450,450,450,600,600,600,600,750,750,900,900,1050,1050,1200,1200,1350,1500,1500,1650,1800,1950,2100,2250,2400,2550,2850,3000,3150,3450,3600,3900,4200,4500,4800,5100,5400,5850,6150,6600,7050,7500,7950,8550,9000,9600,10200,10950,11550,12300,13200,13950,14850,15750,16800,17850,18900,20100,21300,22650,24000,25500]",10
,15110207,蛇尾丸,151102071,蝮蛇突进,151102072,向前伸展蛇尾丸，对敌人正面的攻击。,,15110207,sww_sy,,,,3,,2,1,1,8,9,,,"[300,311,322,333,356,378,400,422,444,467,489,511,533,556,578,611,644,678,711,744,778,811,856,900,944,989,1044,1100,1167,1233,1311,1389,1478,1567,1667,1778,1889,2011,2144,2289,2444,2611,2789,2978,3189,3411,3644,3900,4167,4456,4767,5100,5456,5833,6233,6667,7122,7611,8133,8689,9278,9911,10578,11289,12044,12856,13711,14622,15600,16633,17733,18900,20144,21467,22867,24356,25933,27611,29389,31278]",,"[58,60,62,64,68,73,77,81,85,90,94,98,102,107,111,117,124,130,137,143,149,156,164,173,181,190,201,211,224,237,252,267,284,301,320,341,363,386,412,439,469,501,535,572,612,655,700,749,800,855,915,979,1047,1120,1197,1280,1367,1461,1562,1668,1781,1903,2031,2167,2313,2468,2633,2807,2995,3194,3405,3629,3868,4122,4390,4676,4979,5301,5643,6005]","[133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,533,533,533,533,667,667,800,800,933,933,1067,1067,1200,1333,1333,1467,1600,1733,1867,2000,2133,2267,2533,2667,2800,3067,3200,3467,3733,4000,4267,4533,4800,5200,5467,5867,6267,6667,7067,7600,8000,8533,9067,9733,10267,10933,11733,12400,13200,14000,14933,15867,16800,17867,18933,20133,21333,22667]",10
,15110208,蛇尾丸,151102081,蛇尾丸的咆哮,151102082,舒展蛇尾丸的刀刃，进行来回的乱舞。,,15110208,sww_swkw,,,,2,,2,1,1,7,10,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,"[72,75,77,80,85,91,96,101,107,112,117,123,128,133,139,147,155,163,171,179,187,195,205,216,227,237,251,264,280,296,315,333,355,376,400,427,453,483,515,549,587,627,669,715,765,819,875,936,1000,1069,1144,1224,1309,1400,1496,1600,1709,1827,1952,2085,2227,2379,2539,2709,2891,3085,3291,3509,3744,3992,4256,4536,4835,5152,5488,5845,6224,6627,7053,7507]","[167,167,167,167,333,333,333,333,333,333,333,333,333,333,333,500,500,500,500,500,500,500,667,667,667,667,833,833,1000,1000,1167,1167,1333,1333,1500,1667,1667,1833,2000,2167,2333,2500,2667,2833,3167,3333,3500,3833,4000,4333,4667,5000,5333,5667,6000,6500,6833,7333,7833,8333,8833,9500,10000,10667,11333,12167,12833,13667,14667,15500,16500,17500,18667,19833,21000,22333,23667,25167,26667,28333]",10
,15110209,蛇尾丸,151102091,狒牙绝咬-解放1,151102092,将蛇尾丸的刀刃在地下向前运行，并且在敌人周围飞出，然后向下对敌人进行攻击。,范围,15110206,sww_fyjy_2,,,,2,,2,1,1,9,8,,,"[422,438,453,469,500,531,562,594,625,656,688,719,750,781,812,859,906,953,1000,1047,1094,1141,1203,1266,1328,1391,1469,1547,1641,1734,1844,1953,2078,2203,2344,2500,2656,2828,3016,3219,3438,3672,3922,4188,4484,4797,5125,5484,5859,6266,6703,7172,7672,8203,8766,9375,10016,10703,11438,12219,13047,13938,14875,15875,16938,18078,19281,20562,21938,23391,24938,26578,28328,30188,32156,34250,36469,38828,41328,43984]",,"[72,75,77,80,85,91,96,101,107,112,117,123,128,133,139,147,155,163,171,179,187,195,205,216,227,237,251,264,280,296,315,333,355,376,400,427,453,483,515,549,587,627,669,715,765,819,875,936,1000,1069,1144,1224,1309,1400,1496,1600,1709,1827,1952,2085,2227,2379,2539,2709,2891,3085,3291,3509,3744,3992,4256,4536,4835,5152,5488,5845,6224,6627,7053,7507]","[167,167,167,167,333,333,333,333,333,333,333,333,333,333,333,500,500,500,500,500,500,500,667,667,667,667,833,833,1000,1000,1167,1167,1333,1333,1500,1667,1667,1833,2000,2167,2333,2500,2667,2833,3167,3333,3500,3833,4000,4333,4667,5000,5333,5667,6000,6500,6833,7333,7833,8333,8833,9500,10000,10667,11333,12167,12833,13667,14667,15500,16500,17500,18667,19833,21000,22333,23667,25167,26667,28333]",10
,15130301,花天狂骨,151303011,花天狂骨·普攻1,151303012,花天狂骨·普攻1,,15130301,htkg_att1,,,,1,"[[15130301,15130302,15130303]]",1,1,1,0,10,,,"[236,245,254,262,280,298,315,332,350,368,385,402,420,438,455,481,508,534,560,586,612,639,674,709,744,779,822,866,919,971,1032,1094,1164,1234,1312,1400,1488,1584,1689,1802,1925,2056,2196,2345,2511,2686,2870,3071,3281,3509,3754,4016,4296,4594,4909,5250,5609,5994,6405,6842,7306,7805,8330,8890,9485,10124,10798,11515,12285,13099,13965,14884,15864,16905,18008,19180,20422,21744,23144,24631]",,,,10
,15130302,花天狂骨,151303021,花天狂骨·普攻2,151303022,花天狂骨·普攻2,,15130302,htkg_att2,,,,0,,1,1,1,0,10,,,"[236,245,254,262,280,298,315,332,350,368,385,402,420,438,455,481,508,534,560,586,612,639,674,709,744,779,822,866,919,971,1032,1094,1164,1234,1312,1400,1488,1584,1689,1802,1925,2056,2196,2345,2511,2686,2870,3071,3281,3509,3754,4016,4296,4594,4909,5250,5609,5994,6405,6842,7306,7805,8330,8890,9485,10124,10798,11515,12285,13099,13965,14884,15864,16905,18008,19180,20422,21744,23144,24631]",,,,10
,15130303,花天狂骨,151303031,花天狂骨·普攻3,151303032,花天狂骨·普攻3,,15130303,htkg_att3,,,,0,,1,1,1,0,10,,,"[236,245,254,262,280,298,315,332,350,368,385,402,420,438,455,481,508,534,560,586,612,639,674,709,744,779,822,866,919,971,1032,1094,1164,1234,1312,1400,1488,1584,1689,1802,1925,2056,2196,2345,2511,2686,2870,3071,3281,3509,3754,4016,4296,4594,4909,5250,5609,5994,6405,6842,7306,7805,8330,8890,9485,10124,10798,11515,12285,13099,13965,14884,15864,16905,18008,19180,20422,21744,23144,24631]",,,,10
,15130304,花天狂骨,151303041,花天狂骨·普攻4,151303042,花天狂骨·普攻4,,15130304,htkg_att4,,,,0,,1,1,1,0,6,,,"[394,408,423,438,467,496,525,554,583,612,642,671,700,729,758,802,846,890,933,977,1021,1065,1123,1181,1240,1298,1371,1444,1531,1619,1721,1823,1940,2056,2188,2333,2479,2640,2815,3004,3208,3427,3660,3908,4185,4477,4783,5119,5469,5848,6256,6694,7160,7656,8181,8750,9348,9990,10675,11404,12177,13008,13883,14817,15808,16873,17996,19192,20475,21831,23275,24806,26440,28175,30012,31967,34038,36240,38573,41052]",,,,10
,15130305,花天狂骨,151303051,花天狂骨·普攻5,151303052,花天狂骨·普攻5,,15130305,htkg_att5,,,,0,,1,1,1,0,6,,,"[394,408,423,438,467,496,525,554,583,612,642,671,700,729,758,802,846,890,933,977,1021,1065,1123,1181,1240,1298,1371,1444,1531,1619,1721,1823,1940,2056,2188,2333,2479,2640,2815,3004,3208,3427,3660,3908,4185,4477,4783,5119,5469,5848,6256,6694,7160,7656,8181,8750,9348,9990,10675,11404,12177,13008,13883,14817,15808,16873,17996,19192,20475,21831,23275,24806,26440,28175,30012,31967,34038,36240,38573,41052]",,,,10
,15130306,花天狂骨,151303061,影鬼,151303062,施展影鬼游戏，从阴影中出现黑色的刀刃，攻击阴影上的敌人。,,15130306,htkg_ygzr,,,,2,,2,1,1,7,3,,,"[1350,1400,1450,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2750,2900,3050,3200,3350,3500,3650,3850,4050,4250,4450,4700,4950,5250,5550,5900,6250,6650,7050,7500,8000,8500,9050,9650,10300,11000,11750,12550,13400,14350,15350,16400,17550,18750,20050,21450,22950,24550,26250,28050,30000,32050,34250,36600,39100,41750,44600,47600,50800,54200,57850,61700,65800,70200,74850,79800,85050,90650,96600,102900,109600,116700,124250,132250,140750]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",10
,15130307,花天狂骨,151303071,强袭飓风,151303072,在自己周围引发飓风，将敌人卷向风暴中心，随后爆发出强烈的旋风吹飞敌人。,,15130307,htkg_bfy,,,,2,,2,1,1,11,14,,,"[241,250,259,268,286,304,321,339,357,375,393,411,429,446,464,491,518,545,571,598,625,652,687,723,759,795,839,884,937,991,1054,1116,1187,1259,1339,1429,1518,1616,1723,1839,1964,2098,2241,2393,2562,2741,2929,3134,3348,3580,3830,4098,4384,4687,5009,5357,5723,6116,6536,6982,7455,7964,8500,9071,9679,10330,11018,11750,12536,13366,14250,15187,16187,17250,18375,19571,20839,22187,23616,25134]",,"[72,75,77,80,85,91,96,101,107,112,117,123,128,133,139,147,155,163,171,179,187,195,205,216,227,237,251,264,280,296,315,333,355,376,400,427,453,483,515,549,587,627,669,715,765,819,875,936,1000,1069,1144,1224,1309,1400,1496,1600,1709,1827,1952,2085,2227,2379,2539,2709,2891,3085,3291,3509,3744,3992,4256,4536,4835,5152,5488,5845,6224,6627,7053,7507]","[167,167,167,167,333,333,333,333,333,333,333,333,333,333,333,500,500,500,500,500,500,500,667,667,667,667,833,833,1000,1000,1167,1167,1333,1333,1500,1667,1667,1833,2000,2167,2333,2500,2667,2833,3167,3333,3500,3833,4000,4333,4667,5000,5333,5667,6000,6500,6833,7333,7833,8333,8833,9500,10000,10667,11333,12167,12833,13667,14667,15500,16500,17500,18667,19833,21000,22333,23667,25167,26667,28333]",10
,15130308,花天狂骨,151303081,不精独乐,151303082,花天狂骨向前方施展出龙卷风，攻击途径的敌人。,,15130308,htkg_bjdl,,[15600301],,3,,2,1,1,8,6,,,"[788,817,846,875,933,992,1050,1108,1167,1225,1283,1342,1400,1458,1517,1604,1692,1779,1867,1954,2042,2129,2246,2362,2479,2596,2742,2888,3062,3238,3442,3646,3879,4112,4375,4667,4958,5279,5629,6008,6417,6854,7321,7817,8371,8954,9567,10238,10938,11696,12512,13388,14321,15312,16362,17500,18696,19979,21350,22808,24354,26017,27767,29633,31617,33746,35992,38383,40950,43662,46550,49612,52879,56350,60025,63933,68075,72479,77146,82104]",,"[101,105,108,112,119,127,134,142,149,157,164,172,179,187,194,205,217,228,239,250,261,273,287,302,317,332,351,370,392,414,441,467,497,526,560,597,635,676,721,769,821,877,937,1001,1071,1146,1225,1310,1400,1497,1602,1714,1833,1960,2094,2240,2393,2557,2733,2919,3117,3330,3554,3793,4047,4319,4607,4913,5242,5589,5958,6350,6769,7213,7683,8183,8714,9277,9875,10509]","[233,233,233,233,467,467,467,467,467,467,467,467,467,467,467,700,700,700,700,700,700,700,933,933,933,933,1167,1167,1400,1400,1633,1633,1867,1867,2100,2333,2333,2567,2800,3033,3267,3500,3733,3967,4433,4667,4900,5367,5600,6067,6533,7000,7467,7933,8400,9100,9567,10267,10967,11667,12367,13300,14000,14933,15867,17033,17967,19133,20533,21700,23100,24500,26133,27767,29400,31267,33133,35233,37333,39667]",10
