$,int,int,Skip,int,int,int,int,int,int,int,Array,int,int,Boolean,int,int,Array,Array,Array,int,Array,int,Array,Array,Array,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int
,14104097,141040971,力量与体力之路97层,,14104019,,79,629000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16050,24824]","[1,2]","[3000,6000]",0,1958250,0,0,0,223800,223800,223800,223800,13428000,0,1398750,0,251775,251775,251775,251775,13
,14104098,141040981,力量与体力之路98层,,14104019,,79,629000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16050,24824]","[1,2]","[3000,6000]",0,1958250,0,0,0,223800,223800,223800,223800,13428000,0,1398750,0,251775,251775,251775,251775,13
,14104099,141040991,力量与体力之路99层,,14104019,,80,679000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16000,24800]","[1,2]","[3000,6000]",0,2101750,0,0,0,240200,240200,240200,240200,14412000,0,1501250,0,270225,270225,270225,270225,13
,14104100,141041001,力量与体力之路100层,,14104020,,80,679000,11,12,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16000,24800]","[1,2]","[3000,6000]",0,2101750,0,0,0,240200,240200,240200,240200,14412000,0,1501250,0,270225,270225,270225,270225,13
,14105001,141050011,灵力与精神之路1层,,14104001,,20,7300,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[19000,26200]","[2,2]","[3000,6000]",0,16450,0,0,0,1880,1880,1880,1880,112800,0,11750,0,2115,2115,2115,2115,7
,14105002,141050021,灵力与精神之路2层,,14104001,,20,7300,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[19000,26200]","[2,2]","[3000,6000]",0,16450,0,0,0,1880,1880,1880,1880,112800,0,11750,0,2115,2115,2115,2115,7
,14105003,141050031,灵力与精神之路3层,,14104001,,20,7300,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[19000,26200]","[2,2]","[3000,6000]",0,16450,0,0,0,1880,1880,1880,1880,112800,0,11750,0,2115,2115,2115,2115,7
,14105004,141050041,灵力与精神之路4层,,14104001,,21,7900,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18950,26177]","[2,2]","[3000,6000]",0,18060,0,0,0,2064,2064,2064,2064,123840,0,12900,0,2322,2322,2322,2322,7
,14105005,141050051,灵力与精神之路5层,,14104002,,21,7900,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18950,26177]","[2,2]","[3000,6000]",0,18060,0,0,0,2064,2064,2064,2064,123840,0,12900,0,2322,2322,2322,2322,7
,14105006,141050061,灵力与精神之路6层,,14104003,,21,7900,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18950,26177]","[2,2]","[3000,6000]",0,18060,0,0,0,2064,2064,2064,2064,123840,0,12900,0,2322,2322,2322,2322,7
,14105007,141050071,灵力与精神之路7层,,14104003,,22,8500,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18900,26154]","[2,2]","[3000,6000]",0,19810,0,0,0,2264,2264,2264,2264,135840,0,14150,0,2547,2547,2547,2547,7
,14105008,141050081,灵力与精神之路8层,,14104003,,22,8500,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18900,26154]","[2,2]","[3000,6000]",0,19810,0,0,0,2264,2264,2264,2264,135840,0,14150,0,2547,2547,2547,2547,7
,14105009,141050091,灵力与精神之路9层,,14104003,,23,9000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18850,26130]","[2,2]","[3000,6000]",0,21560,0,0,0,2464,2464,2464,2464,147840,0,15400,0,2772,2772,2772,2772,7
,14105010,141050101,灵力与精神之路10层,,14104004,,23,9000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18850,26130]","[2,2]","[3000,6000]",0,21560,0,0,0,2464,2464,2464,2464,147840,0,15400,0,2772,2772,2772,2772,7
,14105011,141050111,灵力与精神之路11层,,14104005,,24,10000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18800,26107]","[2,2]","[3000,6000]",0,23380,0,0,0,2672,2672,2672,2672,160320,0,16700,0,3006,3006,3006,3006,7
,14105012,141050121,灵力与精神之路12层,,14104005,,24,10000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18800,26107]","[2,2]","[3000,6000]",0,23380,0,0,0,2672,2672,2672,2672,160320,0,16700,0,3006,3006,3006,3006,7
,14105013,141050131,灵力与精神之路13层,,14104005,,25,11000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18750,26084]","[2,2]","[3000,6000]",0,25270,0,0,0,2888,2888,2888,2888,173280,0,18050,0,3249,3249,3249,3249,8
,14105014,141050141,灵力与精神之路14层,,14104005,,25,11000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18750,26084]","[2,2]","[3000,6000]",0,25270,0,0,0,2888,2888,2888,2888,173280,0,18050,0,3249,3249,3249,3249,8
,14105015,141050151,灵力与精神之路15层,,14104006,,26,12000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18700,26060]","[1,2]","[3000,6000]",0,28560,0,0,0,3264,3264,3264,3264,195840,0,20400,0,3672,3672,3672,3672,8
,14105016,141050161,灵力与精神之路16层,,14104007,,26,12000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18700,26060]","[1,2]","[3000,6000]",0,28560,0,0,0,3264,3264,3264,3264,195840,0,20400,0,3672,3672,3672,3672,8
,14105017,141050171,灵力与精神之路17层,,14104007,,27,13000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18650,26037]","[1,2]","[3000,6000]",0,31990,0,0,0,3656,3656,3656,3656,219360,0,22850,0,4113,4113,4113,4113,8
,14105018,141050181,灵力与精神之路18层,,14104007,,27,13000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18650,26037]","[1,2]","[3000,6000]",0,31990,0,0,0,3656,3656,3656,3656,219360,0,22850,0,4113,4113,4113,4113,8
,14105019,141050191,灵力与精神之路19层,,14104007,,28,14000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18600,26014]","[1,2]","[3000,6000]",0,35700,0,0,0,4080,4080,4080,4080,244800,0,25500,0,4590,4590,4590,4590,8
,14105020,141050201,灵力与精神之路20层,,14104008,,28,14000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18600,26014]","[1,2]","[3000,6000]",0,35700,0,0,0,4080,4080,4080,4080,244800,0,25500,0,4590,4590,4590,4590,8
,14105021,141050211,灵力与精神之路21层,,14104009,,29,15000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18550,25990]","[1,2]","[3000,6000]",0,39480,0,0,0,4512,4512,4512,4512,270720,0,28200,0,5076,5076,5076,5076,8
,14105022,141050221,灵力与精神之路22层,,14104009,,29,15000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18550,25990]","[1,2]","[3000,6000]",0,39480,0,0,0,4512,4512,4512,4512,270720,0,28200,0,5076,5076,5076,5076,8
,14105023,141050231,灵力与精神之路23层,,14104009,,30,17000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18500,25967]","[1,2]","[3000,6000]",0,43260,0,0,0,4944,4944,4944,4944,296640,0,30900,0,5562,5562,5562,5562,8
,14105024,141050241,灵力与精神之路24层,,14104009,,30,17000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18500,25967]","[1,2]","[3000,6000]",0,43260,0,0,0,4944,4944,4944,4944,296640,0,30900,0,5562,5562,5562,5562,8
,14105025,141050251,灵力与精神之路25层,,14104010,,31,17000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18450,25944]","[1,2]","[3000,6000]",0,45850,0,0,0,5240,5240,5240,5240,314400,0,32750,0,5895,5895,5895,5895,8
,14105026,141050261,灵力与精神之路26层,,14104011,,31,17000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18450,25944]","[1,2]","[3000,6000]",0,45850,0,0,0,5240,5240,5240,5240,314400,0,32750,0,5895,5895,5895,5895,8
,14105027,141050271,灵力与精神之路27层,,14104011,,32,18000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18400,25920]","[1,2]","[3000,6000]",0,48510,0,0,0,5544,5544,5544,5544,332640,0,34650,0,6237,6237,6237,6237,8
,14105028,141050281,灵力与精神之路28层,,14104011,,33,19000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18350,25897]","[1,2]","[3000,6000]",0,51240,0,0,0,5856,5856,5856,5856,351360,0,36600,0,6588,6588,6588,6588,9
,14105029,141050291,灵力与精神之路29层,,14104011,,34,21000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18300,25874]","[1,2]","[3000,6000]",0,54040,0,0,0,6176,6176,6176,6176,370560,0,38600,0,6948,6948,6948,6948,9
,14105030,141050301,灵力与精神之路30层,,14104012,,35,22000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18250,25850]","[1,2]","[3000,6000]",0,56910,0,0,0,6504,6504,6504,6504,390240,0,40650,0,7317,7317,7317,7317,9
,14105031,141050311,灵力与精神之路31层,,14104013,,36,23000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18200,25827]","[1,2]","[3000,6000]",0,60830,0,0,0,6952,6952,6952,6952,417120,0,43450,0,7821,7821,7821,7821,9
,14105032,141050321,灵力与精神之路32层,,14104013,,37,24000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18150,25804]","[1,2]","[3000,6000]",0,64960,0,0,0,7424,7424,7424,7424,445440,0,46400,0,8352,8352,8352,8352,9
,14105033,141050331,灵力与精神之路33层,,14104013,,38,26000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18100,25780]","[1,2]","[3000,6000]",0,69020,0,0,0,7888,7888,7888,7888,473280,0,49300,0,8874,8874,8874,8874,9
,14105034,141050341,灵力与精神之路34层,,14104013,,39,28000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18050,25757]","[1,2]","[3000,6000]",0,73430,0,0,0,8392,8392,8392,8392,503520,0,52450,0,9441,9441,9441,9441,9
,14105035,141050351,灵力与精神之路35层,,14104014,,40,29000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[18000,25734]","[1,2]","[3000,6000]",0,77770,0,0,0,8888,8888,8888,8888,533280,0,55550,0,9999,9999,9999,9999,9
,14105036,141050361,灵力与精神之路36层,,14104015,,41,31000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17950,25710]","[1,2]","[3000,6000]",0,82390,0,0,0,9416,9416,9416,9416,564960,0,58850,0,10593,10593,10593,10593,10
,14105037,141050371,灵力与精神之路37层,,14104015,,42,33000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17900,25687]","[1,2]","[3000,6000]",0,87220,0,0,0,9968,9968,9968,9968,598080,0,62300,0,11214,11214,11214,11214,10
,14105038,141050381,灵力与精神之路38层,,14104015,,43,35000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17850,25664]","[1,2]","[3000,6000]",0,91840,0,0,0,10496,10496,10496,10496,629760,0,65600,0,11808,11808,11808,11808,10
,14105039,141050391,灵力与精神之路39层,,14104015,,44,37000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17800,25640]","[1,2]","[3000,6000]",0,96670,0,0,0,11048,11048,11048,11048,662880,0,69050,0,12429,12429,12429,12429,10
,14105040,141050401,灵力与精神之路40层,,14104016,,45,39000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17750,25617]","[1,2]","[3000,6000]",0,101290,0,0,0,11576,11576,11576,11576,694560,0,72350,0,13023,13023,13023,13023,10
,14105041,141050411,灵力与精神之路41层,,14104017,,46,42000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17700,25594]","[1,2]","[3000,6000]",0,108710,0,0,0,12424,12424,12424,12424,745440,0,77650,0,13977,13977,13977,13977,10
,14105042,141050421,灵力与精神之路42层,,14104017,,47,45000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17650,25570]","[1,2]","[3000,6000]",0,116200,0,0,0,13280,13280,13280,13280,796800,0,83000,0,14940,14940,14940,14940,10
,14105043,141050431,灵力与精神之路43层,,14104017,,48,48000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17600,25547]","[1,2]","[3000,6000]",0,123620,0,0,0,14128,14128,14128,14128,847680,0,88300,0,15894,15894,15894,15894,10
,14105044,141050441,灵力与精神之路44层,,14104017,,49,51000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17550,25524]","[1,2]","[3000,6000]",0,134540,0,0,0,15376,15376,15376,15376,922560,0,96100,0,17298,17298,17298,17298,11
,14105045,141050451,灵力与精神之路45层,,14104018,,49,51000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17550,25524]","[1,2]","[3000,6000]",0,134540,0,0,0,15376,15376,15376,15376,922560,0,96100,0,17298,17298,17298,17298,11
,14105046,141050461,灵力与精神之路46层,,14104019,,50,55000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17500,25500]","[1,2]","[3000,6000]",0,145460,0,0,0,16624,16624,16624,16624,997440,0,103900,0,18702,18702,18702,18702,11
,14105047,141050471,灵力与精神之路47层,,14104019,,50,55000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17500,25500]","[1,2]","[3000,6000]",0,145460,0,0,0,16624,16624,16624,16624,997440,0,103900,0,18702,18702,18702,18702,11
,14105048,141050481,灵力与精神之路48层,,14104019,,51,62000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17450,25477]","[1,2]","[3000,6000]",0,166740,0,0,0,19056,19056,19056,19056,1143360,0,119100,0,21438,21438,21438,21438,11
,14105049,141050491,灵力与精神之路49层,,14104019,,51,62000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17450,25477]","[1,2]","[3000,6000]",0,166740,0,0,0,19056,19056,19056,19056,1143360,0,119100,0,21438,21438,21438,21438,11
,14105050,141050501,灵力与精神之路50层,,14104020,,52,69000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17400,25454]","[1,2]","[3000,6000]",0,188020,0,0,0,21488,21488,21488,21488,1289280,0,134300,0,24174,24174,24174,24174,11
,14105051,141050511,灵力与精神之路51层,,14104013,,52,69000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17400,25454]","[1,2]","[3000,6000]",0,188020,0,0,0,21488,21488,21488,21488,1289280,0,134300,0,24174,24174,24174,24174,11
,14105052,141050521,灵力与精神之路52层,,14104013,,53,76000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17350,25430]","[1,2]","[3000,6000]",0,209300,0,0,0,23920,23920,23920,23920,1435200,0,149500,0,26910,26910,26910,26910,11
,14105053,141050531,灵力与精神之路53层,,14104013,,53,76000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17350,25430]","[1,2]","[3000,6000]",0,209300,0,0,0,23920,23920,23920,23920,1435200,0,149500,0,26910,26910,26910,26910,11
,14105054,141050541,灵力与精神之路54层,,14104013,,54,83000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17300,25407]","[1,2]","[3000,6000]",0,230510,0,0,0,26344,26344,26344,26344,1580640,0,164650,0,29637,29637,29637,29637,11
,14105055,141050551,灵力与精神之路55层,,14104014,,54,83000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17300,25407]","[1,2]","[3000,6000]",0,230510,0,0,0,26344,26344,26344,26344,1580640,0,164650,0,29637,29637,29637,29637,11
,14105056,141050561,灵力与精神之路56层,,14104015,,55,91000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17250,25384]","[1,2]","[3000,6000]",0,253610,0,0,0,28984,28984,28984,28984,1739040,0,181150,0,32607,32607,32607,32607,11
,14105057,141050571,灵力与精神之路57层,,14104015,,55,91000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17250,25384]","[1,2]","[3000,6000]",0,253610,0,0,0,28984,28984,28984,28984,1739040,0,181150,0,32607,32607,32607,32607,11
,14105058,141050581,灵力与精神之路58层,,14104015,,56,99000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17200,25360]","[1,2]","[3000,6000]",0,280140,0,0,0,32016,32016,32016,32016,1920960,0,200100,0,36018,36018,36018,36018,11
,14105059,141050591,灵力与精神之路59层,,14104015,,56,99000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17200,25360]","[1,2]","[3000,6000]",0,280140,0,0,0,32016,32016,32016,32016,1920960,0,200100,0,36018,36018,36018,36018,11
,14105060,141050601,灵力与精神之路60层,,14104016,,57,109000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[17150,25337]","[1,2]","[3000,6000]",0,308560,0,0,0,35264,35264,35264,35264,2115840,0,220400,0,39672,39672,39672,39672,11
,14105061,141050611,灵力与精神之路61层,,14104017,,61,159000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16950,25244]","[1,2]","[3000,6000]",0,453460,0,0,0,51824,51824,51824,51824,3109440,0,323900,0,58302,58302,58302,58302,12
,14105062,141050621,灵力与精神之路62层,,14104017,,61,159000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16950,25244]","[1,2]","[3000,6000]",0,453460,0,0,0,51824,51824,51824,51824,3109440,0,323900,0,58302,58302,58302,58302,12
,14105063,141050631,灵力与精神之路63层,,14104017,,62,169000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16900,25220]","[1,2]","[3000,6000]",0,497070,0,0,0,56808,56808,56808,56808,3408480,0,355050,0,63909,63909,63909,63909,12
,14105064,141050641,灵力与精神之路64层,,14104017,,62,169000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16900,25220]","[1,2]","[3000,6000]",0,497070,0,0,0,56808,56808,56808,56808,3408480,0,355050,0,63909,63909,63909,63909,12
,14105065,141050651,灵力与精神之路65层,,14104018,,63,189000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16850,25197]","[1,2]","[3000,6000]",0,544320,0,0,0,62208,62208,62208,62208,3732480,0,388800,0,69984,69984,69984,69984,12
,14105066,141050661,灵力与精神之路66层,,14104019,,63,189000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16850,25197]","[1,2]","[3000,6000]",0,544320,0,0,0,62208,62208,62208,62208,3732480,0,388800,0,69984,69984,69984,69984,12
,14105067,141050671,灵力与精神之路67层,,14104019,,64,199000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16800,25174]","[1,2]","[3000,6000]",0,595210,0,0,0,68024,68024,68024,68024,4081440,0,425150,0,76527,76527,76527,76527,12
,14105068,141050681,灵力与精神之路68层,,14104019,,64,199000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16800,25174]","[1,2]","[3000,6000]",0,595210,0,0,0,68024,68024,68024,68024,4081440,0,425150,0,76527,76527,76527,76527,12
,14105069,141050691,灵力与精神之路69层,,14104019,,65,219000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16750,25150]","[1,2]","[3000,6000]",0,650580,0,0,0,74352,74352,74352,74352,4461120,0,464700,0,83646,83646,83646,83646,12
,14105070,141050701,灵力与精神之路70层,,14104020,,65,219000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16750,25150]","[1,2]","[3000,6000]",0,650580,0,0,0,74352,74352,74352,74352,4461120,0,464700,0,83646,83646,83646,83646,12
,14105071,141050711,灵力与精神之路71层,,14104013,,66,239000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16700,25127]","[1,2]","[3000,6000]",0,709660,0,0,0,81104,81104,81104,81104,4866240,0,506900,0,91242,91242,91242,91242,12
,14105072,141050721,灵力与精神之路72层,,14104013,,66,239000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16700,25127]","[1,2]","[3000,6000]",0,709660,0,0,0,81104,81104,81104,81104,4866240,0,506900,0,91242,91242,91242,91242,12
,14105073,141050731,灵力与精神之路73层,,14104013,,67,259000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16650,25104]","[1,2]","[3000,6000]",0,773150,0,0,0,88360,88360,88360,88360,5301600,0,552250,0,99405,99405,99405,99405,12
,14105074,141050741,灵力与精神之路74层,,14104013,,67,259000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16650,25104]","[1,2]","[3000,6000]",0,773150,0,0,0,88360,88360,88360,88360,5301600,0,552250,0,99405,99405,99405,99405,12
,14105075,141050751,灵力与精神之路75层,,14104014,,68,279000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16600,25080]","[1,2]","[3000,6000]",0,841050,0,0,0,96120,96120,96120,96120,5767200,0,600750,0,108135,108135,108135,108135,12
,14105076,141050761,灵力与精神之路76层,,14104015,,68,279000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16600,25080]","[1,2]","[3000,6000]",0,841050,0,0,0,96120,96120,96120,96120,5767200,0,600750,0,108135,108135,108135,108135,12
,14105077,141050771,灵力与精神之路77层,,14104015,,69,299000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16550,25057]","[1,2]","[3000,6000]",0,913500,0,0,0,104400,104400,104400,104400,6264000,0,652500,0,117450,117450,117450,117450,12
,14105078,141050781,灵力与精神之路78层,,14104015,,69,299000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16550,25057]","[1,2]","[3000,6000]",0,913500,0,0,0,104400,104400,104400,104400,6264000,0,652500,0,117450,117450,117450,117450,12
,14105079,141050791,灵力与精神之路79层,,14104015,,70,329000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16500,25034]","[1,2]","[3000,6000]",0,991410,0,0,0,113304,113304,113304,113304,6798240,0,708150,0,127467,127467,127467,127467,13
,14105080,141050801,灵力与精神之路80层,,14104016,,70,329000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16500,25034]","[1,2]","[3000,6000]",0,991410,0,0,0,113304,113304,113304,113304,6798240,0,708150,0,127467,127467,127467,127467,13
,14105081,141050811,灵力与精神之路81层,,14104017,,71,349000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16450,25010]","[1,2]","[3000,6000]",0,1074570,0,0,0,122808,122808,122808,122808,7368480,0,767550,0,138159,138159,138159,138159,13
,14105082,141050821,灵力与精神之路82层,,14104017,,71,349000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16450,25010]","[1,2]","[3000,6000]",0,1074570,0,0,0,122808,122808,122808,122808,7368480,0,767550,0,138159,138159,138159,138159,13
,14105083,141050831,灵力与精神之路83层,,14104017,,72,379000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16400,24987]","[1,2]","[3000,6000]",0,1162210,0,0,0,132824,132824,132824,132824,7969440,0,830150,0,149427,149427,149427,149427,13
,14105084,141050841,灵力与精神之路84层,,14104017,,72,379000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16400,24987]","[1,2]","[3000,6000]",0,1162210,0,0,0,132824,132824,132824,132824,7969440,0,830150,0,149427,149427,149427,149427,13
,14105085,141050851,灵力与精神之路85层,,14104018,,73,409000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16350,24964]","[1,2]","[3000,6000]",0,1256150,0,0,0,143560,143560,143560,143560,8613600,0,897250,0,161505,161505,161505,161505,13
,14105086,141050861,灵力与精神之路86层,,14104019,,73,409000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16350,24964]","[1,2]","[3000,6000]",0,1256150,0,0,0,143560,143560,143560,143560,8613600,0,897250,0,161505,161505,161505,161505,13
,14105087,141050871,灵力与精神之路87层,,14104019,,74,439000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16300,24940]","[1,2]","[3000,6000]",0,1356390,0,0,0,155016,155016,155016,155016,9300960,0,968850,0,174393,174393,174393,174393,13
,14105088,141050881,灵力与精神之路88层,,14104019,,74,439000,12,13,,0,0,FALSE,0,0,"[0,0,0]","[0,0,0]","[0,0,0]",,[],4,"[16300,24940]","[1,2]","[3000,6000]",0,1356390,0,0,0,155016,155016,155016,155016,9300960,0,968850,0,174393,174393,174393,174393,13
